text,n_likes
We will look at one in the near future.  The AT2FF should work decently for a stop gap since it worked with the TMB.,0
Will the Astronomics field flattener for F 9- f6 work with the 92 triplet?.,0
"Thanks, Mike. That would work. I have AT2FF already. So I am all set for now.. Tammy.",0
Cool..,0
"With thatsig content, you're definitely lacking another for the list, Phil. I look forward to the reports for this one. I'm thinking a Christmas present for my wife.. Seriously.",1
"Well if my Panos and, Radians, Delites, and Nags, as well as a 2"" 30mm 82 degree ES all come to focus i am all set. I just hope FC won't be a problem. At F/6 and slower it seems to be ok to my eyes. This could be my Stowaway on the cheap..",1
"At 0.95 Strehl, which seemed to be difficult to get the manufacturer to hit based on the failed tests documented in this thread - no it wont be..",0
"If the failed tests are the norm, rather than the path to spec compliance, maybe you're right. In the meanwhile, you're engaging in speculation like everyone else.  Nothing wrong with that, I guess..",0
"Its not speculation. I used the data in thread to make that comment. How is that speculation?. Meanwhile, the test data from the subject the poster commented on (AP Stowaway) is showing over 0.99 Strehl. To say that one the same yet on the cheap is completely false. No speculation required. Just look at the data..",1
"Of course it's speculation. Boy, if I had a dollar for every time a test unit came back with reported99 Strehl... but it's Roland, so okay I'm in. And I mean that sincerely.. How many AT test units have you measured? Test data is just that - test data. Test results are one indicator, and worthy of consideration, but they are not necessarily a guarantee of the ultimate outcome. If you think that test samples give you everything you need to know about production units, you may be right - but probably (and historically) not when measuring yields from unit to unit.. Define ""on the cheap"". Are you familiar with the fab and assembly process? The ATP? The QTP? My expectation is that Roland will produce superior product. As an AP owner, I also know that Roland is not the sole producer of said superior product, and he will be the first to tell you so.. Wait for production units, and test them. Until then, it's speculation. Maybe educated speculation, but still speculation..",1
"Its not speculation. Its a comment based on the data provided. Moreso its a comment based on the repeated misses for the mark they asked for. Its not me perpetuating some false narrative, they quite literally shared that with everyone reading this and I assume for good reason.. How many AT units of the 92 has anyone other than Astronomics tested? None. Asking me that question is a complete waste of anyones time on this thread..",0
"I disagree. I get that you have some passion behind your position, and you may have noticed that I haven't excluded the possibility that you may be proven correct. What I have done is call you out on using preliminary data (that's what we call it in engineering) to determine an absolute outcome. You simply don't know, and you are making a prediction - which is, by definition, speculation.. And on a personal level, please don't dictate to me what may or may not be a waste of time for the people on this forum. They get to make that call, and I don't appreciate the implication. For the record, my question comes from ISO standards for engineering and quality practice, and it's anything but a waste of time. Let's keep it respectful and civil..",1
I think FC will bother me at F/5.5 I notice it pretty easy in my Pano set at F/6..,0
"When I see a statement like "".. Stowaway on the cheap"" I don't immediately jump to the idea that the scope is exactly the same optically (Strehl99 etc.). Instead I think that it may offer a similar experience - quality optics, compact design, suitable for travel. Whether or not the AT92 offers enough practical optical quality is still to be determined. If I felt that the manufacturer wasn't going to learn from the early samples I might be more concerned.. but assuming that they have I think we have a reasonable expectation that the full product version will be better..",0
I have a cut off point of what i will pay per inch. I was never the kind to pay AP prices when a cheaper scope can get you 85% of the way there vs paying triple for that last 15%..,0
"To be fair if the scope was f/6.65 the strehl number wouldn't be as difficult to hit, but they have hit the number we spec'd and we will have data on hand for each unit proving it.. The old TMB 92 had no such data and was compared very favorable to the f/7 stowaway.. The AT92 demo unit will be at the Okie Tex star party, so if anyone happens to be there they can get a first look..",8
"Calling it failed tests if pretty out there. People asked and I informed them of the state of the project. I could have lied and said everything was okay. Instead I kept it transparent and said it was taking more time than we anticipated as we had a fast lens with a fairly high spec.. It is a great time to be able to get an AP, if you have been on the waiting list for a bit, or if you wish an AT which has been under construction for 13-14 months..",10
"I think most folks do too, although I'll bet most don't articulate it that directly.. I also really didn't want this thread to devolve into an AT92 vs AP Stowaway thread.. I don't think that would really benefit anyone..",2
"I applauded the transparency. I'm keeping an eye on these as well. As for the AP I was on the new list within minutes after it went live. Unfortunately I did not sign up 19 years ago, so I'll be waiting a bit longer.",0
"If you can, see how the AT92 does with FC for visual. It would be a visual only scope for my use..",0
"Well said. You had the courage to inform everyone of work in progress, which not everyone would do. And you made it clear back then that you were working to improve further to hit your target performance. It's a bit of a shame that some are using data from a product in development to predict the performance of the final product, especially at this kind of price/performance ratio.. Not to mention the fact that the initial test unit came in at 0.946.. this is incredibly close as it is. Within 99.5% in fact.. and what is the accuracy of the Strehl test anyway? (Every scientific test has a degree of error/accuracy.. many of them higher than you might think!). So I fully agree, calling this a failed test is pretty harsh - round that to two decimal places, you've hit your target already. But you had the honesty not to do that, and the perseverance to take the extra time and achieve your goal.. Alas, my problem still remains (convincing my accountant to approve purchase).. in the meantime, I look forward to living vicariously through the reports of those who have been patiently waiting for their pre-orders!",3
"Time for another bump.. Matt, I thought your estimate was somewhat pessimistic, but it feels like the boat may be taking a scenic route, so it's looking like you may be right!. Alex.",0
"Alex,. Having been through it with the 130 EDT, it seemed a pretty reasonable estimate     Blink and it will be here!",1
"Alex, with Astronomics backing it, you know it will be worth the wait..",1
Wished the slow boat was at the dock..,1
"What was the total product run of Stowaways? How many were tested by independent lab that revealed99 strehl? Was it polychormatic strehl or simply one wavelength? Just trying to understand if we have a statistically valid sampling to make an assertion that they are likely produced at this strehl, and if the strehl is extensible over the entire visible spectrum since I do not use narrow bandwidth color filters when observing..",0
That is a question only Roland can answer. The data he provided is available on Yahoo and Facebook..,0
Kindly mention the weight of rings and dovetail... Thanks.,0
"You may want to just call them, that might be easier. If you are in North American they are locked in Oklahoma and work during normal business hours..",1
Very nice thread on the AT 92. I suspect the scope is going to be where the Astro Tech scopes usually are. At the right end of Great Cost and Great performance. The AT 115 and AT 130 scopes I had both fit that and the AT 152 that currently sits in a large soft carry Tripod case awaiting clear skies and first light will also fit the bill. After all getting the open box Demo at $3395 was a great bargain. What amazes me the most is the honesty and integrity of Astronomics staff. They could have re-boxed the DEMO and sold it as new but they did not. That was just enough of a nudge to make me commit to this scope..,0
Use it and tell us how it is..,0
You live in Florida just like I do so I think if we get any time at all this weekend you will be among the first to know..,1
"I was tempted by a classifieds listing for an SV90TBV yesterday, and ultimately passed, but it got me thinking about the AT92 again. If it turns out that the TSFlat2 flattener that someone has mentioned will flatten the field with enough backfocus for a 2"" diagonal, without adding any aberrations, the AT92 would be a sweet setup. I am still looking forward to reading user reports.. And then, as I was thinking about it just now, I remembered the Astronomics contest to win a free AT92 by leaving reviews on their new site. I encourage you all to go check out the reviews - it seems somehow a bunch of people have already gotten this scope and used it enough to leave a review! Or, Astronomics is just asking people to leave a bunch of bogus reviews on their website whether you've even used a product they sell or not. Seems pretty low to me. I'll say that the reviews aren't auto-approved either; my review saying the other ones should be deleted was never posted.. Well, it's November... can't be too long now........",1
Looks cloudy and i got 2 scopes coming next week so there will be more clouds now..,1
So I can share the Blame with you that makes me feel much better  Actually we have a small window tomorrow night that I might jump at provided the weather cooperates..,0
"Have just got the prototype AT92. Still raining here in upstate NY, first clear night will get out for a visual report..",2
wow very nice  Looking forward to that......,0
"Really? I'd have thought Astronomics would keep it like they kept the prototype TMB92, for reference..",0
Astronomics has a history of selling final prototypes..,1
Interesting. Guess the TMB92 was an anomaly then!.,0
"I can only assume people are leaving reviews based on the TMB92 that this is based off. As I am a human that approves the reviews, when I batch approved a large chunk at a time they get through. I will look at them later today when I get a chance.. We have never asked people to leave bogus reviews, and to be honest I am offended you would even suggest it. The request for reviews has been identical in copy since I sent it out the first day..",9
"Mike, I didn't mean to offend, just criticize. The fact that any reviews for the AT92 have been approved is very disconcerting considering literally no one (except now Phil) has one. I know you can't realistically verify ownership but it's pretty obvious by the text in those reviews that the people don't own one. I see the reviews are now gone, so thanks. I just don't know why the reviews were ever approved in the first place. ""This will be a great scope, 5 stars!!"" doesn't mean anything to anyone who actually wants to know how it performs, not how it's expected to perform. Reviews like that and the fact they were allowed/approved lowers my confidence overall in the reviews on the platform, though there are some good reviews where it's clear the owner has some experience. But I digress.. I shouldn't have said that you seem to be asking for bogus reviews. What I really meant was that you seem to be OK with them because they were approved for display on the website, and that you are OK with those bogus reviews representing your product. If it's obvious in a review that the reviewer has never owned the item in question, it shouldn't be posted, IMO. It's just speculation at that point..",1
"Come on people, this is supposed to be a fun hobby.. I am waiting patiently for the arrival of the 92 triplet as are alot of others. For those of you who are skeptical about the quality of the product don't order one. I am sure that there are a lot of people that will take your place to get one.. Or you can wait to see the reviews of us that will receive one of the first batch.. Clear skies all. Mike.",4
"It is supposed to be fun! But what's not fun is having to decide whether to trust the opinions of others when it comes to gear impressions. None of those AT92 reviewers could have had any basis for reviewing it so not only should they not have posted a review but even more crucially, Astronomics should not have approved them (again because no one could have possibly had any experience warranting an accurate review). A prediction is not a review. A prediction is speculation.. Anyway, back to the fun side of astronomy - waiting! For clear skies, for new gear.",2
Yes indeed it is supposed to be fun. Now Phil has two of the Prototypes the AT 92 and the AT 152 I think he likes his Prototype refractors with even numbers......,1
I already explained that it was a batch approval on a new website. I am sorry I have been too busy working the site and trying to turn a profit to keep Cloudy Nights up and running as well as astronomics to go and check every single review of the 1000+ that have been submitted..,5
"And if you want a review that isn't speculation, as the AT92 has an ""improved"" design, feel free to read this from Sky and Telscope about the TMB 92..",1
"“jay.i” should apologize to Mike and the Astronomics crew. They have been extraordinarily transparent regarding the optics, the Strehl rejection threshold etc., much more so than most other manufacturers. I thank them for this transparency and hope it will prove to be an industry-wide trend..",4
"In the end keeping them just seems silly to me. If we were someone like Roland I could justify keeping my work. As I am not an optician, but a guy that knows opticians, it just doesn't fit my profile. I would rather people get their hands on them and use them. The only reason we have the TMB92 is that is it easy for my dad to lug out if wants. Same reason he has a 3.5"" Questar..",4
"I ask this only because I am lazy and don't want to read 14 pages of this thread, but is there a date when the production AT92s are to arrive? Have they all been spoken for yet? Thanks....",0
"There are some available.. They were suppose to ship in Aug/Sept with the 115s and 72s. However, I have not received shipping documents yet..",0
"Dear Jay....you are very often critical and nit picky  I thought the Borg was going to be perfect for you after all of your study of charts, graphs, interferograms blah, blah, blah and blah. Yes I follow this forum but never post about things I.....",2
"I'm sorry Astronomics, for holding you accountable for the way you run your website.. Thank you Mike for explaining it and taking corrective action.. You may all resume your ""how dare you criticize these kind people that provide telescopes at affordable prices you should be thankful they exist at all back in my day we didn't have anything like it"" diatribe. Heaven forbid someone be critical of something worth criticizing..",2
Uuuuf.......,3
We need pics..,0
So i can buy a AT92 right now?.,0
You can get on a list.  Phil has the only one in the states that isn’t a TMB.,1
"[quote name=""jay.i"" post=""8928938"" timestamp=""1541278393""]. I'm sorry Astronomics, for holding you accountable for the way you run your website. [quote]. A simple question would have got the same reaction that your accusation did.  Probably best to drop the entire thing and move on.",2
I won't mention it again. Thanks Mike..,0
I’ll get some pictures tomorrow. It’s been a hectic couple of weeks with travel for work and then sucky weekend skies.. Its a very well made scope. Just need to get out under the sky now. The new scope curse is strong with this one. Must be a good omen..,4
Congrats on getting the prototype!. Looking forward to your first light review.,0
Also want to say how awesome it is the Astronomics is giving one of these scopes away!,0
"Shhh.. the more people know about the competition and enter, the lower our chances of winning! ;P.",0
"Yesterday I saw the promotion to leave a review and be entered in the draw for an AT92. Since I obviously don’t have an AT92, I was going to leave a review of my AT102ed. I thought that made sense, since I actually own and have used the 102ed. I didn’t see anywhere that the review had to be about the AT92. Maybe I missed something.. That said, I was unable to log into my Astronomics account and gave up. I’ll try again today. It would be nice to be entered in the draw. Maybe I’d actually win something for once in my life before I kick the bucket..",0
Not all the accounts have been merged over as we had a date for a database cutoff. You may need to register again. We are working on bringing over all the accounts that were after the cutoff date and will merge them with any new accounts that have been set up..,2
"Thanks Michael, I will register again.. Am I off the mark that a review of my AT102ed would be acceptable to be entered in the draw?. Thanks.. Wade..",0
"We would like any product you have owned and used being reviewed, and it didn't need to be purchased from us. So yes, the 102 is a great choice to review. Thank you for taking the time to write one up.. There is no limit to the amount of reviews you can write about your gear..",2
I will review a 92 for free..,0
"I appreciate the offer, but this is for reviews on astronomics.com to help buyers become informed about their potential purchase. However, for every review you submit you get entered in the contest to win the 92..",0
"Do you receive additional chances to win for each review submitted? Cheers,. Shawn",0
You do. Every review is one chance in the give away.   So 10 reviews is 10 chances.,1
"Is the 92 on the slow boat with the new 6"" Cass scopes? When is the ship getting here?.",0
"Astronomics said yesterday, November 3rd.. ""There are some available"" (meaning they have not already been spoken for). ""They were suppose to ship in Aug/Sept with the 115s and 72s. However, I have not received shipping documents yet."".",1
Based on this I would say Customs is working on clearing the ships cargo for release to the shippers.....Will be nice to see the AT 92's.,0
I just gotta wonder if FC will bother me at this fast speed?.,0
"It's the focal length, not the focal ratio that's the bother for FC.",0
"You're right, focal length is the only thing that determines field curvature. However, the size of defocused stars will increase with a faster focal ratio, due to a shallower depth of field. This can make field curvature much more apparent as fast focal ratios - 500mm FL at f/8 will show much smaller defocused stars than 500mm FL at f/5.5. Most people just lump this effect under field curvature but there's more at play here..",1
I have a 90mm f/6.9 coming this week and i will see how it does. Some people say the lens was really a F/6.2 and was marked wrong by W/O. If i am not happy i will get the AT92. FC drives me nuts like coma does in a Newt..,0
will tomorrow night before pics..,0
"I had a TS72 F5.5 doublet apo. It was a quirky scope with its extension tube needed for various EP's but I wish I kept it because of my 2"" eyepieces now.. The scope's apparent FC varied with eyepieces and the observer. Some EP's were better than others. I remember using a 27mm pan in it to get almost all of Hyades one winter and it was absolutely beautiful and barely noticeable, where a 20mm Nagler T5 was more pronounced. My observing friend who is a bit older than I notices FC more than I do and is less tolerant of it.. Chas: you need to experiment with eyepieces to get the most out of a fast scope. Also, a smooth dual speed focuser is a must, which this scope will have. This scope will win for EAA, grab and go wide fields and color correction. Likely very good at planetary as well for inner planets if it has a good figure..",0
I don't see how FR is making FC more apparent. I'd think it would just be the depth of focus that differs. More defocus for a given amount of travel on the focuser for the faster scope. Not more field curvature..,0
All my Pano's gave a soft view at the field edge and i sold them. There were no better than my old Wide fields This was with the AT72ED. F/8 and slower they were fine..,0
Pano's? Like in Tele-Vue Panoptics? What other interesting equipment have you had? I sincerely hope you get a AT 92 I really think that is going to be an awesome grab and go scope.....,0
It's like bokeh; out of focus light sources increase in size based on the focal ratio and also the focus point (focus close means background gets blurry). Jon Isaacs had a good explanation for it a while back too. You're seeing an exaggeration of the out of focus areas due to field curvature the faster you go because even less is in focus.,0
I have about every thing under the sun. The Tele Vue Pano line was not a good match for my glasses. I figure i just as well have the older Wide fields for half the price. I just sold a set of 5 from the 15 to the 27mm. I am sure i will try a AT92..,1
I also don't like shallow focus on fast Newts..,0
Here's the AT92. Not the best pictures as taken with an iPad in the warm room/man cave.. Can only attach one as a time..,12
Second one..,8
Third one. Dew shield extended.,9
Last one. The back end..,8
"Mechanically, it looks very familiar (and that's a good thing). It's what's inside that I'm looking forward to most Oh, and P.S. - Thanks, Phil!.",0
I want it now..,1
I'm waiting for the skies to clear. Raining again. Will report when it clears.. Really does collapse down well for travel though.. Cheers. Phil.,3
Why am I not surprised?,1
Looks like a mini AT102ED..,0
Excellent photos that scope looks fantastic and thank you for the photos..,0
Thanks for the photos Phil! Looking forward to your reports and with what eyepieces you used.. Regards..,0
I can match your TV eyepieces. Will use a few in the review..,3
It’s so tiny! (Compared with my significantly longer 91Fl f/7.7).,0
Great pictures Phil! Can you please tell us how much does it weight?.,0
"Hi does the 2"" focus collar unscrew and if so what are the threads? Looking for how to couple this direct to a camera using threaded coupled extensions or camera adaptors!. Thanks,. Keith.",0
You have to see it next to the AT 152 EDT now that 92 is tiny next to my ( FracZilla  But ask Phil to picture them together you will see what I mean..,0
So the scopes have not arrived yet? Thanksgiving. Christmas or next year? Does anyone know? Not trying to be difficult but it would be nice to know..,0
"Man, y'all sure can get salty 'round these here parts at times! You surely realize that Mike does not control the supply base outside of whatever MOA he has for his orders. His volume can't be enough to influence product turn times. I do appreciate the anticipation and frustration as much as the next fella, but geez...",1
Asking for information if it is available is a legitimate question. I modified my original post as you can see..,1
"I am definitely looking forward to comparing this to my Traveler, maybe a little over/under config to see what's what..",0
"Fair enough, and I'm really trying tonot be the posting police.  I have way too much of a checkered past for that, myself. I do tend to defend Mike and company, though, given everything they do for this very small community. We need all the help and sponsorship we can get, IMO. 'Nuff said on my part on that subject..",2
I agree with you 100%..,1
8-12” of snow tonight. Now that is a heck of a scope curse..,0
"Looking forward to the same comparison here Matt, as well as with a TV-85.. Alex.",1
Fly to Florida the next few nights are going to be spectacular after the front gets out of here. I would love to see that AT 92 Prototypehttps://clearoutside...st/27.59/-81.45.,0
"As we (hopefully!) get closer to seeing these shipped, and more people get interested in this scope, just a friendly bump..",0
"It will be interesting how high of magnification this short focal length scope can take at 95% sterhl ratio.. My experience of 72mm fpl53 f5.5 shows that color correction can be amazing at low to mid power. They typically cant take as high of powers with shorter focal length eps as well as longer focal lengths. It is the trade off you pay for the shorter, more portable profile.. If it can take a 3.5 eyepiece(145x) well with very good contrast (on Jupiter for example) then this scope is winner in my book..",1
"Please forgive me for asking this, but I really don't want to wade through 400 plus messages to find the answer, when is this expected to become available? Is there a waiting list? I really want one! :-).",0
"There is a waiting list and has been for most of 2018. If you want one, the get on the list. If you want to get up-to-date information then I'd recommend that you call and speak to Astronomics and ask all the questions you would like..",0
"Thanks for letting me know, just sent them an e-mail asking about how to order and get on the waiting list. I really hope you're not the official spokesperson for these wonderful scopes as you are really grumpy. Most people here love helping out by answering questions. You're the first person I have encountered on CN to basically tell me to bugger off the thread instead of answering a poster's questions..",0
"No, he is not the official spokesman for these scopes, I am. I apologize for his grumpiness. There is a waiting list and has been most of 2018. If you want one then get on the list. If you want to get up to date information then I'd recommend you call and speak to Astronomics and ask all the questions you would like. There, now bugger on off..",3
"I am so sorry. I had no idea being an eager customer and asking questions could make people so unpleasant. It was definitely not my intention. Usually asking questions is a perfectly normal practice. Again, I am so terribly sorry. I was just excited and wanted to learn more. I did send Astronomics an e-mail (it was too late to call), but I will call tomorrow. This is the only thread I have ever encountered where one person asking questions was so actively discouraged. This is really confusing to me, is it because I am female? I really just don't understand, everyone else's posts in this thread are treated with respect. Again, I would like to apologize, I am so sorry for asking questions and for saying or doing anything that bothered anyone, I didn't know this thread had different rules than the others. Still new to the forums, will have to read the FAQ again. Really confused. :-(.",0
"The scope was announced in summer of 2017, and many of have been waiting since then. But the scope is expected to be shipping out soon, and the last post I saw from Astronomics said there were still some available in the first shipment So, your wait would be less agonizing than most.. Please let let us know when, and what, you here from Astronomics. This time of year, I'd think they would prefer one call, and then spread the word, rather than multiple calls from all of us. But here's hoping the wait is about over. Alex.",0
Your okay and I'm sorry about the confusion. Any time anybody asks a question about an AT scope Roger tells them to call Astronomics no matter what. If I had a nickel for every time I've seen him do it I could buy a new AT92 for cash. The next poster was just having a little fun hence the smiley face emoticon at the end of the post.. Mike.,0
"Sorry if my post came across as being grumpy and it certainly was not to tell you to bugger off and no I'm far from being an official spokesperson.. My post was intended to help you by suggesting that you speak to the vendor (Astronomics) that is responsible for the AT92 so that you wouldn't get swayed by opinions. By saying ""If you want one get on the list"" it was intended to mean, if you would like to get one, currently that is the only way you will be able to, by getting on the list. When I bought my AT130, they were out of stock so I had to get on that scope's list and when they arrived my scope was shipped out to me. Had I wanted one, and not placed my order to get on the list well I'd still be waiting today.. I am of the opinion that if you want to get information about shipping dates and specifications it is wise to speak to whoever is responsible for that and not get the opinion of what others think on a forum. Astronomics is a very reputable firm as are most astronomy based firms so they will give you as accurate of information as possible..",0
"Thank you Alex, you are so totally awesome! I'll let you know what I hear..",0
"Not a problem, sorry about any miscommunication, I'll give Astronomics a call to get on the list. I don't mind waiting, this should be an amazing scope and Astronomics has always been terrific. I purchased my first eyepiece from them decades ago, Mike is the best!.",0
I have the prototype and posted pictures of the scope in the thread. I can’t answer any questions on arrival dates. Being in the North East the weather has not cooperated apart from a quick look so far but things from short initial look have been positive. I might be able to answer some questions. As soon as the wearher gets back to above freezer levels and I get a clear sky I’ll get a viewing report.. Cheers. Phil.,2
I called a few days ago asking about my back ordered AT115EDT shipment date. I was told the AT115s are being shipped together with the AT92's and they would arrive in December sometime before Christmas but no firm date was given. So maybe 3 weeks if we are lucky? I was also told they prepare shipping labels ahead of time to speed up the turnaround but they will unpack and do some level of inspection of each scope. Then repack and ship. So that would add some time tot he process. But I personally think that would be time very well spent...John.,1
"Having also been through the process before with the 130 EDT introduction, I would advise patience I say that because (to the best of my understanding) -. No small wonder that they have to be somewhat general in their estimates for delivery of our new babies to our doors...",3
"agmoonsolns,.  I'm glad you are getting some answers to your original question. I wouldn't blame anyone for not wanting to read through 400 pages. I didn't think the first response was very friendly even though it had a somewhat sensible suggestion. I'm not on the list for this new AT 92 telescope, but I'm really looking forward to member's reports and pictures. It seems it will be very very nice. ps: I noticed you are recently registered to CN even though you have experience. Welcome to the refractor forum. Have you checked out the eyepiece forum.",2
If the ship info is known there is AIS. You can go to the vesseltracker site and slowly watch the ships progress. You would also drive yourself insane. It’s would be like watching someone jogging from China taking the long way round.. https://www.vesseltracker.com/.,0
"Hey, don't worry about it! You're not out of line at all.. Roger wasn't being grumpy - the world of buying and selling telescopes, and how they are developed and marketed, is still a bit old fashioned in some ways. You can have direct contact with the manufacturer, or at least primary vendor for an item. Sometimes you can even talk to the person who designed the thing you want to buy (like talking to the Nagler family at TeleVue). In the case of the AT92, the release date has been estimated a few times by Astronomics, and simple things like the weight still aren't on the product page. This community can't always agree on everything, and one case in which you can get the truth is if you have a question about a specific product from a vendor that is still alive and kicking.. In the case of the AT92, your best bet is just to straight up call Astronomics, the primary vendor/manufacturer of this scope. Roger wasn't being grumpy - he was just telling you, in a concise manner, that the best thing you can do to get answers to your questions is to go straight to the source. Sometimes there is a lot of unnecessary back-and-forth (""I saw this here"" and ""but I heard from so and so"") and you can skip all of that if you just call the vendor.. Please do ask any questions that come to mind - I think you'll find most people here just want to help. I know I do, even if I do come off grumpy sometimes. I'll shamelessly self promote my guide to understanding, using, and choosing refractors. It might not answer all of your questions, you might know everything in it already, but just in case it helps, here you go!.",0
"😂. my opinion, and it’s worth exactly what you paid for it, is that No One, not even Astronomics knows, with certainty, when the AT 92s will arrive.. The best way to find out when the AT 92s Have arrived is to watch Cloudy Nights Refractors forum and wait for someone to post “the AT 92s have arrived! “. Then you will know they are here..",0
"Exactly when did you state that you were female? It was after you became upset and wanted everyone to feel SO sorry they didn't treat you better, right? Or was that when you BECAME a female?.",2
"I chose to ignore that piece of information because it is irrelevant, even if she disclosed that information intentionally for some reason. Either way I think we can say that gender discrimination has nothing to do with the matter-of-fact tone some people take here, which I explained was not intended to sound grumpy anyway. The internet will not always hold your hand... heck, you've got to have a little thick skin to get by in today's world whether it be online or offline..",3
Folks can we get back on topic before the thread gets locked?.,7
"Phil,The question that seems to never have been answered is, how much does the AT92 weighwith rings and dovetail? Since you have the prototype in your possession, could you weigh the scope and give us the answer? Enquiring minds want to know. Thanks!. Alex.",0
He could always send it to me to weigh if he's too busy. I promise to send it back.....,1
I’ll put it on the scales tomorrow evening and get an answer for you.,1
"I am curious to hear a report on Mars with this scope, whenever you get a chance!. Regards,.",0
If the quality of my TMB 92L is any indication (and I suspect it is) you guys awaiting the AT 92 are in for a treat..,2
I think the AT 92 is going to be a really good show stopper. I might get one of around this size as a grab and go scope for my AVX mount that no longer has a scope for it.....,0
"Mars has not been a kind target for any scope that i know of. Looked at it a while back at 400x with a 6"" ED and it looked bland at best. It is getting smaller by the day. I am sure the AT92 will be fine on most any target and i would like to compare it to my 90mm W/O.",0
"True that! Mars is one tiny and tough customer - even the Olympus-dwelling ""amateurs"" like Damien Peach and Chris Go struggle with it. Always a special night when you manage to observe or capture a really good Mars.",0
I have pulled in some details with upper end 80-90mm scopes recently. Some nights were rubbish tho.. I dont what to say how much detail or what was viewed so I dont bias this thread. I just want to hear honest experiences with similar EP's.,0
Grabbed scales but haven’t had time to get to observatory tonight. It’ll get done tomorrow evening..,0
"Weather here sucks raining tonight, at least is not more snow..",2
"Gonna be cold here the next 3 nites so that always means bad seeing, but good deep sky viewing. I want to try one of these AT92's and hope that FC don't bother me. At f/6 and slower i am fine..",1
"The field curvature is something I was worrying about too. Would love to hear more user feedback about that. BTW, I spoke with Astronomics and it sounds like the shipment should be here soon (fingers crossed)..",1
"I have a TMB92 from the 1st run. Field curvature is apparent but not too much trouble. At high magnification I don't think of it. Yes, it's there but the views are so wonderful that it fades into the background. Have fun with it...it's Tom's crowning achievement..",2
Ok weight I read with rings and dovetail is 8.8# for the prototype..,3
Have a TMB92SS as well. It’s never failed to please. When I get time will organize a few folks and set them up side by side. Not so easy getting folks out in the North East this time of year. Brass monkeys are on the prowl looking for welders..,0
"Thanks Phil! Nice to finally have a weight. By comparison, with rings and dovetail,.  TV85, 6.9 lb.  AT92, 8.8 lb.  AP105, 10.7 lb. So, smack dab between my Traveler (in its original configuration), and my TV-85. In reality, with the added FT focuser, accessory bar, Starbeam, and Losmandy dovetail on my Traveler, the weight advantage between the two scopes definitely goes to the AT92.. Doea anyone recall the weight, with rings and dovetail, of the new Stowaway?.",1
"The website says ""Weight with dust cap"" is 7.1 lbs. It comes with tube rings and dovetail but I don't know if this weight includes the rings or not. My guess is this is just for the tube..",1
How much back focus does it have? Will a Baader Mark V binoviewer work with it?. Dan..,0
Oh. I see the diagram now. Looks like 150.4mm. So yes..,0
"Phil, just wondering if you've had a chance to do some viewing throught the scope yet, and if so, what your impressions were? Also, in the Stowaway thread, mention was made of that scope being rather tail heavy. How is the balance on the AT92?. Alex.",2
"Apart from a quick view no long viewing sessions yet. Weather here in the North East has been yuck. Going by memory th views remind me of the TMB92SS, Need to get them both out together. I’ll check the balance for you. Can do that indoors. If you’ve looked through a TMB92SS you’ll understand it’s a very positive comment..",2
Awesome ! Any word on the status of when they will ship? Christmas is right around the corner..,0
"I fear the boat from China got lost. If they had put all of the AT92's in individual glass bottles and set them afloat in the South China Sea, a few of them would have been drifting onto U.S. soil by now..",0
Why is everyone so grumpy? LOL..,0
We do grumpy especially well on this forum. This is known..,7
"Not grumpy here, I received my new AP 92mm Stowaway on monday. I just feel badly for those who were hoping to see a beautiful new AT 92 under the Christmas tree, thats all..",1
"After a 20 +year wait! Luckily our hosts don't make us wait that long.. BTW, I'm on the AP 92mm Stowaway list too, but it's the new list. If that one is another 20 years I'm likely nothing more that dust in a jar somewhere at that point..",3
"Look at the bright side. You'll be star dust in a jar.. ""We are all stardust"" ----- Carl Sagan.",1
"Well, I'm the biggest fan of Michael and the team here going. I have to admit I am kind of wondering at this point, given that we were made to understand that the initial batch was shipped some time ago.. I am also an OEM, and I have learned over the years that frequent, transparent communication is always for the best in these cases.",0
"I spoke to someone at Astronomics a few days ago and was told that they are ""on the water""..",2
"I read on another forum that they were at customs. Were that is, is your guess is as good as mine.. ""AT 115 focuser question and back order status""post #19 in the refractor forum..",0
"They've been ""on the water"" for months. The trip on the Mayflower to America took only 66 days. Hopefully they are not ""under the water""..",1
My guess is that Michael Bieler is more frustrated than any of us. There is much about international shipping which he has little or no control over. It will happen and Astronomics will pull through for us as they usually do..,4
Customs in this case is in a port in Southern California..,2
That sounds promising! If that is the case. Keep our fingers crossed!.,0
It looks like a new batch is coming.. Tammy.,0
What happened to the old batch?.,0
Got an email today confirming my preorder information.  Looks like the time is close!. keith.,0
Same for me. I was told the estimated shipping time was within 14 days. Let's be prepared to cut Michael some slack. I'm looking forward to using this scope..,0
"I've had mine on preorder for a year and a half, but did not get an email. Guess I'll give 'em a call.. Alex.",0
"I got a phone call and e-mail this morning, wanting to confirm that I still wanted my AT115, because their shipment should arrive to Astronomic's next week.",0
"No email yet. Ordered mine last February? Probably going in order, should get an email soon..",0
"Looks promising. Maybe some of these will actually get into peoples hands soon. Should be a fun Spring and Summer considering all the scope shootout possibilities with the AT 92, TMB 92, Tele-Vue 85, Astro-Physics new Stowaway, Baader 95mm Travel Companion and some others I may have missed. The problem is getting these scopes together at one time, but eventually it will happen.",0
